order_line_id,order_id,recipe_id,quantity,unit_price_inc_vat
900996,500274,109,2,81.88
900997,500274,110,4,63.75
900998,500275,109,2,60.26
900999,500275,106,4,74.86
901000,500275,104,4,68.05
901001,500275,103,2,93.33
901002,500276,110,4,76.69
901003,500276,105,4,86.31
901004,500276,108,2,88.89
901005,500276,106,2,74.34
901006,500277,101,2,62.42
901007,500277,106,2,80.17
901008,500277,108,2,77.51
901009,500278,107,2,87.63
901010,500278,110,2,80.39
901011,500278,101,2,65.13
901012,500278,104,4,66.99
901013,500278,106,4,64.99
901014,500279,110,4,60.08
901015,500279,108,2,78.78
901016,500279,104,2,92.76
901017,500279,101,2,73.86
901018,500280,105,2,69.62
901019,500280,110,4,72.25
901020,500280,104,4,65.38
901021,500280,103,4,61.56
901022,500280,109,2,64.14
901023,500281,102,4,61.44
901024,500281,107,2,93.3
901025,500281,103,2,56.1
901026,500282,105,4,54.54
901027,500282,103,4,54.83
901028,500282,110,4,85.96
901029,500282,107,2,68.46
901030,500283,101,4,66.77
901031,500283,108,2,94.36
901032,500283,110,2,71.53
901033,500284,104,4,86.81
901034,500284,102,4,67.36
901035,500284,103,4,55.48
901036,500285,104,2,73.17
901037,500285,106,4,68.17
901038,500285,107,2,87.27
901039,500285,103,2,83.71
901040,500286,103,2,88.36
901041,500286,101,4,75.14
901042,500286,107,4,72.48
901043,500287,109,2,63.77
901044,500287,107,4,70.03
901045,500287,104,2,86.91
901046,500288,104,2,57.35
901047,500288,106,4,50.66
901048,500288,102,4,68.6
901049,500288,105,2,81.15
901050,500288,108,4,85.89
901051,500289,102,2,59.74
901052,500289,108,2,90.26
901053,500289,106,4,86.96
901054,500290,108,2,84.13
901055,500290,109,4,75.62
901056,500290,110,4,74.28
901057,500291,106,4,64.86
901058,500291,101,2,65.41
901059,500291,104,4,53.7
901060,500291,102,4,54.48
901061,500291,107,4,62.03
901062,500292,101,4,52.22
901063,500292,103,4,58.86
901064,500292,105,4,54.15
901065,500293,105,2,80.75
901066,500293,110,4,59.2
901067,500293,103,4,69.88
901068,500293,108,4,54.73
901069,500294,108,2,73.73
901070,500294,106,2,67.83
901071,500294,105,4,74.41
901072,500294,102,2,71.91
901073,500295,106,4,81.26
901074,500295,102,2,82.78
901075,500295,109,2,79.11
901076,500296,103,2,81.01
901077,500296,102,4,83.85
901078,500296,106,4,68.85
901079,500296,110,4,59.4
901080,500297,105,2,94.41
901081,500297,107,2,75.91
901082,500297,104,4,74.79
901083,500298,101,2,78.87
901084,500298,110,2,62.91
901085,500298,108,4,67.19
901086,500299,102,2,80.17
901087,500299,109,2,76.46
901088,500299,103,2,57.12
901089,500300,103,2,65.34
901090,500300,108,4,71.41
901091,500300,107,4,74.97
901092,500301,108,2,66.98
901093,500301,101,4,84.75
901094,500301,103,2,69.08
901095,500302,110,2,94.43
901096,500302,106,4,75.97
901097,500302,103,2,55.96
901098,500302,107,4,82.44
901099,500302,101,4,76.16
901100,500303,102,4,58.47
901101,500303,106,4,85.67
901102,500303,103,4,81.46
901103,500303,104,2,69.46
901104,500303,101,2,70.44
901105,500304,103,2,77.21
901106,500304,102,2,77.05
901107,500304,101,4,62.77
901108,500305,101,4,72.34
901109,500305,106,2,81.4
901110,500305,107,4,55.49
901111,500306,109,4,74.59
901112,500306,103,4,57.01
901113,500306,105,4,79.97
901114,500306,106,4,85.65
901115,500306,102,4,69.4
901116,500307,109,2,64.74
901117,500307,103,4,86.2
901118,500307,107,4,78.65
901119,500307,105,2,55.72
901120,500307,106,2,79.0
901121,500308,107,4,58.87
901122,500308,103,2,70.05
901123,500308,104,4,73.68
901124,500308,110,2,55.9
901125,500308,109,4,58.01
901126,500309,102,2,64.63
901127,500309,108,2,77.71
901128,500309,110,2,61.25
901129,500310,107,2,89.34
901130,500310,110,2,81.92
901131,500310,101,2,57.79
901132,500310,104,4,53.16
901133,500310,108,4,60.42
901134,500311,104,4,85.32
901135,500311,103,2,66.69
901136,500311,102,2,74.21
901137,500311,101,4,63.05
901138,500312,106,4,85.05
901139,500312,102,4,77.46
901140,500312,108,2,60.28
901141,500312,109,4,80.17
901142,500313,108,2,59.22
901143,500313,104,4,53.31
901144,500313,110,2,77.13
901145,500313,103,4,64.49
901146,500313,105,2,74.81
901147,500314,109,2,81.42
901148,500314,108,4,85.73
901149,500314,103,4,87.15
901150,500314,101,2,87.09
901151,500315,109,2,82.32
901152,500315,110,2,74.04
901153,500315,105,4,67.92
901154,500315,108,4,58.04
901155,500315,106,4,66.17
901156,500316,107,4,78.59
901157,500316,103,4,79.53
901158,500316,109,4,51.65
901159,500316,108,4,86.26
901160,500317,104,2,67.09
901161,500317,109,4,73.6
901162,500317,106,2,64.28
901163,500317,108,2,78.11
901164,500318,104,2,67.53
901165,500318,108,2,79.85
901166,500318,106,2,56.94
901167,500318,103,4,83.08
901168,500318,109,2,81.4
901169,500319,108,4,81.11
901170,500319,104,4,59.95
901171,500319,106,4,67.39
901172,500320,102,4,67.75
901173,500320,104,2,93.24
901174,500320,108,2,63.85
901175,500321,101,2,88.07
901176,500321,105,4,78.14
901177,500321,103,2,79.94
901178,500321,106,2,91.52
901179,500321,104,4,70.13
901180,500322,108,2,92.65
901181,500322,107,2,80.67
901182,500322,102,4,84.19
901183,500323,107,4,70.46
901184,500323,109,2,67.72
901185,500323,101,4,55.96
901186,500324,106,2,91.11
901187,500324,102,2,93.17
901188,500324,101,2,94.95
901189,500324,109,4,52.32
901190,500325,108,2,86.05
901191,500325,101,2,66.29
901192,500325,102,4,77.83
901193,500326,101,2,81.61
901194,500326,107,4,71.49
901195,500326,105,2,93.52
901196,500327,103,4,56.83
901197,500327,102,2,90.19
901198,500327,110,2,57.62
901199,500327,104,2,93.79
901200,500328,101,4,86.5
901201,500328,106,2,57.27
901202,500328,109,4,77.53
901203,500328,105,2,81.28
901204,500329,106,2,74.6
901205,500329,102,2,57.81
901206,500329,105,4,80.16
901207,500330,109,2,86.45
901208,500330,104,4,62.25
901209,500330,101,4,77.49
901210,500330,106,2,67.37
901211,500331,109,4,82.21
901212,500331,103,2,88.21
901213,500331,107,4,76.33
901214,500332,102,2,89.07
901215,500332,110,4,73.49
901216,500332,109,4,61.43
901217,500333,104,4,78.99
901218,500333,102,2,94.99
901219,500333,109,4,79.66
901220,500333,106,2,90.48
901221,500333,101,2,70.39
901222,500334,101,4,54.37
901223,500334,107,2,80.73
901224,500334,103,2,58.21
901225,500334,104,2,69.86
901226,500335,102,4,75.54
901227,500335,110,4,74.58
901228,500335,103,4,74.26
901229,500336,107,4,52.86
901230,500336,102,4,64.18
901231,500336,104,2,80.93
901232,500337,108,2,66.52
901233,500337,105,4,65.63
901234,500337,107,4,86.58
901235,500338,106,2,84.75
901236,500338,103,4,83.68
901237,500338,109,2,72.5
901238,500338,104,4,80.59
901239,500339,104,2,57.52
901240,500339,108,2,63.87
901241,500339,106,2,91.93
901242,500340,105,2,62.64
901243,500340,104,2,74.57
901244,500340,109,4,67.23
901245,500340,110,2,63.18
901246,500341,104,4,60.15
901247,500341,106,2,78.66
901248,500341,103,2,78.06
901249,500341,107,4,59.45
901250,500341,109,2,66.98
901251,500342,106,4,78.13
901252,500342,105,2,59.34
901253,500342,108,4,57.52
901254,500343,107,4,59.18
901255,500343,104,2,91.46
901256,500343,108,4,81.19
901257,500343,101,2,67.67
901258,500343,103,4,84.74
901259,500344,107,4,73.01
901260,500344,110,2,63.41
901261,500344,105,4,73.45
901262,500344,104,2,84.39
901263,500344,103,4,80.18
901264,500345,102,2,73.61
901265,500345,109,2,87.87
901266,500345,108,2,82.3
901267,500346,104,4,86.24
901268,500346,110,4,57.66
901269,500346,109,2,65.81
901270,500347,101,4,85.29
901271,500347,103,2,82.75
901272,500347,107,4,71.85
901273,500348,106,4,77.94
901274,500348,108,4,82.57
901275,500348,105,4,52.46
901276,500349,103,4,83.39
901277,500349,106,2,88.98
901278,500349,109,2,74.83
901279,500349,108,4,55.84
901280,500349,104,2,94.55
901281,500350,103,4,66.37
901282,500350,109,4,80.34
901283,500350,102,4,81.27
901284,500351,109,4,83.65
901285,500351,103,4,79.95
901286,500351,110,4,70.23
901287,500352,102,4,85.68
901288,500352,105,4,68.61
901289,500352,108,4,83.21
901290,500353,107,4,66.23
901291,500353,110,2,65.32
901292,500353,101,4,85.72
901293,500354,109,2,75.42
901294,500354,103,2,94.85
901295,500354,108,4,65.6
901296,500354,102,4,56.81
901297,500354,107,2,85.22
901298,500355,110,4,60.17
901299,500355,102,2,87.39
901300,500355,103,4,58.21
901301,500355,107,2,89.48
901302,500355,104,4,83.63
901303,500356,101,4,86.19
901304,500356,107,2,58.75
901305,500356,108,2,63.37
901306,500357,106,2,83.15
901307,500357,104,2,83.12
901308,500357,101,2,86.67
901309,500358,105,2,81.68
901310,500358,103,2,66.91
901311,500358,108,4,63.98
901312,500359,110,4,54.43
901313,500359,108,2,91.36
901314,500359,103,4,85.43
901315,500360,105,2,64.03
901316,500360,101,4,61.03
901317,500360,104,2,70.0
901318,500361,102,4,86.64
901319,500361,110,4,74.91
901320,500361,104,4,64.97
901321,500361,101,2,88.8
901322,500361,108,4,72.98
901323,500362,104,2,61.7
901324,500362,110,4,61.88
901325,500362,101,4,79.01
901326,500362,106,2,62.95
901327,500363,105,2,77.1
901328,500363,102,4,61.79
901329,500363,110,2,72.99
901330,500364,103,2,81.38
901331,500364,106,4,84.49
901332,500364,107,4,74.67
901333,500364,101,4,58.85
901334,500364,104,4,69.89
901335,500365,105,4,64.97
901336,500365,109,4,67.54
901337,500365,108,4,60.65
901338,500365,101,2,59.77
901339,500365,104,4,83.4
901340,500366,110,4,84.8
901341,500366,107,2,78.53
901342,500366,101,4,60.84
901343,500366,103,2,86.29
901344,500366,106,2,81.76
901345,500367,109,4,71.88
901346,500367,110,2,91.51
901347,500367,104,2,93.02
901348,500367,107,2,66.48
901349,500368,107,4,58.6
901350,500368,104,4,65.92
901351,500368,101,4,79.08
901352,500368,103,2,66.45
901353,500369,103,2,57.84
901354,500369,101,2,92.71
901355,500369,106,2,89.17
901356,500370,106,2,65.69
901357,500370,103,2,83.62
901358,500370,104,4,72.85
901359,500370,101,2,56.76
901360,500370,102,4,54.42
901361,500371,106,2,61.81
901362,500371,110,4,55.77
901363,500371,107,2,62.67
901364,500372,109,2,86.45
901365,500372,101,4,56.66
901366,500372,105,2,70.63
901367,500372,104,2,92.69
901368,500372,110,2,68.73
901369,500373,104,4,72.62
901370,500373,103,2,69.66
901371,500373,106,4,56.53
901372,500374,109,2,58.17
901373,500374,108,2,61.68
901374,500374,105,4,78.33
901375,500375,105,4,54.44
901376,500375,110,4,76.94
901377,500375,102,4,86.58
901378,500376,109,4,71.97
901379,500376,110,2,69.13
901380,500376,108,2,72.3
901381,500377,104,2,56.46
901382,500377,107,4,83.21
901383,500377,106,4,66.8
901384,500377,109,2,90.93
901385,500377,101,2,82.0
901386,500378,109,2,82.26
901387,500378,108,2,62.68
901388,500378,101,4,52.58
901389,500378,103,4,82.56
901390,500379,107,2,89.33
901391,500379,109,4,70.37
901392,500379,103,4,79.27
901393,500380,106,4,72.07
901394,500380,102,2,81.79
901395,500380,107,4,70.58
901396,500380,104,2,68.74
901397,500380,110,2,84.22
901398,500381,110,4,59.13
901399,500381,102,2,89.18
901400,500381,109,2,64.35
901401,500382,101,4,58.1
901402,500382,107,2,73.8
901403,500382,109,4,74.16
901404,500382,102,4,61.42
901405,500383,103,2,64.99
901406,500383,104,2,91.44
901407,500383,101,2,69.55
901408,500383,107,4,81.74
901409,500383,110,2,56.71
901410,500384,104,2,77.7
901411,500384,107,4,54.18
901412,500384,109,2,85.68
901413,500384,110,2,78.49
901414,500384,103,4,70.43
901415,500385,109,2,57.49
901416,500385,104,2,58.56
901417,500385,103,4,58.68
901418,500386,103,4,70.64
901419,500386,102,2,86.76
901420,500386,101,2,88.38
901421,500387,104,4,57.83
901422,500387,102,4,82.48
901423,500387,103,2,68.28
901424,500388,105,4,74.78
901425,500388,103,4,71.28
901426,500388,110,4,63.9
901427,500389,104,2,69.75
901428,500389,103,2,81.49
901429,500389,108,2,60.8
901430,500389,101,4,79.51
901431,500390,101,4,52.77
901432,500390,108,2,80.56
901433,500390,102,4,82.05
901434,500390,110,4,71.2
901435,500391,103,4,70.98
901436,500391,101,4,87.35
901437,500391,104,2,70.33
901438,500392,109,4,86.12
901439,500392,102,4,81.69
901440,500392,106,2,60.46
901441,500393,104,4,83.35
901442,500393,107,2,56.18
901443,500393,102,2,85.21
901444,500393,103,2,82.67
901445,500393,101,2,94.49
901446,500394,108,2,92.61
901447,500394,103,2,79.43
901448,500394,107,4,55.45
901449,500394,109,2,59.45
901450,500394,110,2,66.59
901451,500395,106,2,80.4
901452,500395,105,4,81.12
901453,500395,107,4,73.65
901454,500395,104,2,59.77
901455,500396,108,2,70.78
901456,500396,105,4,76.33
901457,500396,110,2,60.19
901458,500397,102,4,86.5
901459,500397,107,2,69.89
901460,500397,103,2,92.46
901461,500397,101,2,87.87
901462,500398,109,2,85.51
901463,500398,103,2,64.75
901464,500398,101,4,84.79
901465,500398,106,2,89.4
901466,500398,108,2,83.51
901467,500399,104,4,87.08
901468,500399,102,4,64.48
901469,500399,105,2,71.27
901470,500399,110,4,76.13
901471,500399,106,2,80.24
901472,500400,102,4,61.54
901473,500400,106,2,93.1
901474,500400,108,4,83.37
901475,500400,101,4,71.6
901476,500401,101,4,74.27
901477,500401,107,2,72.03
901478,500401,108,2,80.87
901479,500402,109,2,92.68
901480,500402,101,2,91.99
901481,500402,106,4,74.21
901482,500402,102,2,75.0
901483,500403,102,4,84.18
901484,500403,101,2,86.59
901485,500403,106,2,82.94
901486,500404,107,2,90.1
901487,500404,101,4,61.48
901488,500404,105,4,56.81
901489,500405,107,4,70.35
901490,500405,109,4,62.51
901491,500405,104,4,55.05
901492,500406,102,4,80.26
901493,500406,109,2,78.97
901494,500406,104,4,84.35
901495,500406,108,4,65.09
901496,500406,105,2,92.65
901497,500407,109,4,65.99
901498,500407,107,4,83.64
901499,500407,105,2,88.83
901500,500408,107,4,83.19
901501,500408,103,4,53.8
901502,500408,106,4,58.23
901503,500409,108,4,58.39
901504,500409,106,4,85.66
901505,500409,109,4,78.9
901506,500410,108,4,80.66
901507,500410,107,2,55.03
901508,500410,102,4,78.73
901509,500410,110,2,65.2
901510,500411,108,4,72.15
901511,500411,104,4,83.92
901512,500411,107,4,53.54
901513,500411,102,4,54.72
901514,500412,110,2,63.94
901515,500412,102,2,94.23
901516,500412,101,4,60.21
901517,500413,105,2,59.78
901518,500413,107,4,68.53
901519,500413,109,4,58.89
901520,500414,109,2,83.69
901521,500414,106,4,65.45
901522,500414,103,2,60.4
901523,500415,107,4,66.15
901524,500415,109,2,69.21
901525,500415,102,2,56.92
901526,500415,110,4,69.45
901527,500416,101,2,84.95
901528,500416,107,2,68.84
901529,500416,104,4,83.04
901530,500417,108,4,70.27
901531,500417,101,4,83.68
901532,500417,109,2,88.63
901533,500418,102,4,61.21
901534,500418,110,2,73.15
901535,500418,105,4,71.62
901536,500418,107,4,81.75
901537,500418,103,4,64.06
901538,500419,101,2,78.16
901539,500419,108,2,79.58
901540,500419,107,4,55.36
901541,500420,103,2,62.23
901542,500420,102,2,55.59
901543,500420,107,4,68.76
901544,500421,104,4,69.0
901545,500421,108,2,91.0
901546,500421,110,2,74.91
901547,500422,108,4,55.37
901548,500422,106,4,72.62
901549,500422,110,2,55.36
901550,500423,102,2,57.58
901551,500423,101,4,60.76
901552,500423,106,2,74.07
901553,500424,104,2,63.66
901554,500424,101,2,71.1
901555,500424,108,4,58.02
901556,500424,107,2,83.71
901557,500424,105,2,75.32
901558,500425,107,4,53.25
901559,500425,108,2,71.42
901560,500425,101,2,69.14
901561,500425,102,4,56.11
901562,500426,101,2,88.9
901563,500426,106,2,68.68
901564,500426,110,4,53.55
901565,500426,109,2,73.48
901566,500426,108,4,54.64
901567,500427,107,2,86.21
901568,500427,109,4,74.02
901569,500427,104,2,89.45
901570,500427,110,2,55.86
901571,500428,999,2,79.18
901572,500428,101,4,74.44
901573,500428,108,4,54.23
901574,500428,107,2,72.65
901575,500428,105,2,68.75
901576,500429,103,2,80.0
901577,500429,110,4,83.65
901578,500429,106,4,57.34
901579,500430,106,4,76.43
901580,500430,104,4,54.37
901581,500430,109,4,64.68
901582,500430,105,4,55.16
901583,500431,110,4,70.86
901584,500431,109,2,84.7
901585,500431,106,2,86.47
901586,500431,108,2,55.84
901587,500432,102,4,52.11
901588,500432,105,2,66.27
901589,500432,110,2,87.48
901590,500432,108,4,66.13
901591,500433,110,4,63.0
901592,500433,108,2,75.55
901593,500433,103,4,56.5
901594,500433,102,2,93.72
901595,500434,101,4,53.15
901596,500434,105,2,68.08
901597,500434,110,2,69.76
901598,500435,107,4,64.46
901599,500435,103,2,68.09
901600,500435,102,4,69.82
901601,500436,105,2,74.55
901602,500436,106,2,60.57
901603,500436,110,2,90.99
901604,500437,105,2,94.51
901605,500437,103,2,60.94
901606,500437,101,2,69.82
901607,500437,106,4,81.62
901608,500437,107,4,56.83
901609,500438,105,4,78.25
901610,500438,109,4,78.35
901611,500438,104,2,83.21
901612,500438,103,2,84.09
901613,500438,101,2,83.29
901614,500439,103,2,74.29
901615,500439,108,4,52.46
901616,500439,109,2,61.73
901617,500440,101,4,60.14
901618,500440,103,4,68.8
901619,500440,108,2,87.14
901620,500440,109,2,85.85
901621,500441,107,2,78.58
901622,500441,101,2,86.64
901623,500441,102,2,92.15
901624,500442,108,2,68.45
901625,500442,109,4,79.76
901626,500442,102,4,84.03
901627,500443,108,4,67.84
901628,500443,102,2,88.12
901629,500443,106,2,89.15
901630,500444,105,2,68.18
901631,500444,109,4,78.71
901632,500444,102,2,80.8
901633,500444,101,4,75.68
901634,500444,107,2,86.81
901635,500445,104,2,72.63
901636,500445,110,2,74.85
901637,500445,109,2,72.8
901638,500445,108,2,80.28
901639,500445,102,4,53.93
901640,500446,109,2,93.71
901641,500446,101,4,75.97
901642,500446,105,2,92.94
901643,500446,110,2,89.17
901644,500446,106,4,68.13
901645,500447,110,2,71.55
901646,500447,105,4,60.09
901647,500447,102,4,69.5
901648,500447,107,4,52.27
901649,500448,107,2,91.54
901650,500448,102,2,78.46
901651,500448,103,4,72.49
901652,500449,102,4,59.11
901653,500449,106,4,84.65
901654,500449,110,4,87.27
901655,500449,109,2,94.93
901656,500450,107,4,75.31
901657,500450,109,4,57.07
901658,500450,104,2,77.99
901659,500450,105,4,83.08
901660,500450,110,2,91.09
901661,500451,106,4,63.97
901662,500451,103,2,62.25
901663,500451,109,2,90.41
901664,500451,102,2,77.96
901665,500452,108,2,66.34
901666,500452,103,2,65.39
901667,500452,102,4,76.5
901668,500453,107,4,62.38
901669,500453,110,2,67.0
901670,500453,104,2,72.86
901671,500453,102,2,75.81
901672,500453,103,2,92.26
901673,500454,101,4,75.71
901674,500454,108,2,71.71
901675,500454,105,4,54.27
901676,500455,107,4,82.45
901677,500455,105,2,80.05
901678,500455,108,4,83.63
901679,500455,110,4,65.08
901680,500455,101,4,53.83
901681,500456,104,2,59.55
901682,500456,101,2,91.34
901683,500456,102,2,70.08
901684,500456,109,2,64.9
901685,500456,108,4,77.08
901686,500457,102,2,71.46
901687,500457,106,4,81.89
901688,500457,107,4,75.86
901689,500457,108,2,55.57
901690,500457,109,4,62.58
901691,500458,104,2,86.73
901692,500458,102,2,60.84
901693,500458,101,4,54.74
901694,500458,106,4,61.58
901695,500459,106,2,90.9
901696,500459,102,2,66.32
901697,500459,103,4,52.41
901698,500459,107,2,72.82
901699,500460,106,4,87.07
901700,500460,108,2,70.19
901701,500460,101,4,84.99
901702,500460,104,2,59.6
901703,500460,107,4,67.74
901704,500461,103,4,76.78
901705,500461,102,4,68.9
901706,500461,108,4,79.58
901707,500462,102,4,77.16
901708,500462,107,2,90.96
901709,500462,104,4,58.59
901710,500462,103,4,57.69
901711,500463,104,2,63.59
901712,500463,109,4,59.79
901713,500463,101,4,72.54
901714,500464,107,4,55.84
901715,500464,104,2,82.17
901716,500464,109,4,78.7
901717,500464,108,2,94.58
901718,500465,101,4,70.42
901719,500465,106,2,68.59
901720,500465,102,4,86.95
901721,500465,103,2,75.12
901722,500466,109,2,85.93
901723,500466,108,2,62.9
901724,500466,105,4,66.61
901725,500467,109,4,69.52
901726,500467,102,2,59.81
901727,500467,107,2,63.87
901728,500467,103,2,69.97
901729,500467,105,4,83.47
901730,500468,103,4,77.31
901731,500468,110,2,61.82
901732,500468,108,4,67.92
901733,500469,110,2,73.43
901734,500469,107,2,91.7
901735,500469,102,2,78.76
901736,500470,109,4,65.27
901737,500470,110,4,87.25
901738,500470,105,2,88.95
901739,500470,102,4,65.88
901740,500470,101,4,62.03
901741,500471,104,2,87.42
901742,500471,101,2,82.22
901743,500471,106,2,66.76
901744,500471,108,2,80.66
901745,500472,106,4,73.87
901746,500472,102,2,74.08
901747,500472,108,2,68.64
901748,500473,102,2,62.06
901749,500473,101,2,76.73
901750,500473,103,4,83.63
901751,500473,109,2,94.33
901752,500473,106,2,60.25
901753,500474,106,2,81.59
901754,500474,110,4,77.46
901755,500474,102,2,83.43
901756,500475,108,4,57.96
901757,500475,102,2,71.03
901758,500475,103,4,74.14
901759,500476,102,4,58.71
901760,500476,110,2,75.71
901761,500476,103,2,88.59
901762,500477,102,2,65.85
901763,500477,104,4,84.52
901764,500477,108,2,58.23
901765,500477,109,2,89.58
901766,500478,102,4,59.78
901767,500478,103,2,63.37
901768,500478,108,2,77.58
901769,500479,101,2,88.82
901770,500479,107,4,58.44
901771,500479,108,4,81.37
901772,500480,102,4,69.31
901773,500480,110,2,55.78
901774,500480,107,4,68.0
901775,500481,110,2,59.09
901776,500481,108,4,85.01
901777,500481,103,4,60.31
901778,500482,103,4,61.39
901779,500482,107,2,84.85
901780,500482,109,4,59.71
901781,500482,110,2,90.85
901782,500483,106,2,70.19
901783,500483,105,2,92.28
901784,500483,109,4,74.8
901785,500483,108,2,72.58
901786,500484,103,4,83.67
901787,500484,107,4,77.07
901788,500484,108,2,84.59
901789,500484,101,2,56.19
901790,500485,103,2,69.1
901791,500485,110,4,70.53
901792,500485,106,4,68.24
901793,500486,101,2,61.77
901794,500486,106,2,91.64
901795,500486,107,2,67.44
901796,500487,110,4,62.43
901797,500487,104,4,76.41
901798,500487,102,4,81.58
901799,500488,106,2,77.74
901800,500488,108,4,79.76
901801,500488,102,2,90.69
901802,500488,103,2,78.26
901803,500489,110,4,70.4
901804,500489,108,4,78.89
901805,500489,101,4,59.03
901806,500489,104,2,66.43
901807,500489,109,2,82.27
901808,500490,104,4,61.5
901809,500490,101,4,74.96
901810,500490,102,4,72.83
901811,500491,102,4,62.59
901812,500491,110,2,91.92
901813,500491,107,2,87.5
901814,500491,103,2,85.2
901815,500492,107,4,85.39
901816,500492,108,4,66.31
901817,500492,104,2,72.65
901818,500493,105,4,78.71
901819,500493,109,4,56.32
901820,500493,107,2,71.3
901821,500494,104,2,70.44
901822,500494,102,4,53.93
901823,500494,109,4,55.62
901824,500495,108,4,76.2
901825,500495,101,2,61.98
901826,500495,103,2,59.77
901827,500495,109,4,56.08
901828,500496,108,2,55.43
901829,500496,110,4,82.43
901830,500496,106,4,65.22
901831,500496,107,2,69.15
901832,500497,103,2,82.14
901833,500497,106,2,72.08
901834,500497,110,4,81.25
901835,500497,109,2,65.14
901836,500498,109,2,83.71
901837,500498,102,2,60.1
901838,500498,105,2,93.13
901839,500498,110,4,75.33
901840,500499,110,4,72.54
901841,500499,107,4,68.88
901842,500499,101,4,74.83
901843,500499,109,4,51.84
901844,500499,105,2,74.39
901845,500500,109,4,69.62
901846,500500,106,4,60.51
901847,500500,105,4,82.33
901848,500501,102,4,71.95
901849,500501,107,4,67.76
901850,500501,106,2,68.35
901851,500501,105,2,69.87
901852,500501,104,2,89.33
901853,500502,107,4,64.93
901854,500502,102,4,58.29
901855,500502,105,2,81.3
901856,500503,101,2,65.66
901857,500503,110,2,83.1
901858,500503,108,4,71.0
901859,500503,103,4,72.86
901860,500503,104,2,57.04
901861,500504,106,4,64.89
901862,500504,102,4,65.29
901863,500504,103,2,65.86
901864,500504,109,4,58.15
901865,500505,108,4,58.64
901866,500505,107,4,83.08
901867,500505,109,4,76.61
901868,500505,104,2,80.8
901869,500506,105,4,62.18
901870,500506,101,2,79.42
901871,500506,108,4,71.64
901872,500507,999,2,89.81
901873,500507,109,4,72.25
901874,500507,101,4,64.13
901875,500507,105,2,78.6
901876,500508,101,2,86.36
901877,500508,109,4,57.17
901878,500508,106,2,89.24
901879,500508,103,2,72.59
901880,500509,110,2,79.69
901881,500509,106,2,74.14
901882,500509,109,2,71.79
901883,500509,101,4,61.02
901884,500509,105,2,78.96
901885,500510,107,4,77.14
901886,500510,102,4,77.11
901887,500510,110,4,54.24
901888,500511,107,2,92.36
901889,500511,104,2,69.38
901890,500511,102,2,71.74
901891,500512,106,2,59.72
901892,500512,109,2,91.82
901893,500512,110,4,73.35
901894,500513,108,4,84.24
901895,500513,102,4,56.52
901896,500513,106,2,91.06
901897,500514,107,2,84.77
901898,500514,105,2,85.09
901899,500514,101,4,70.65
901900,500515,108,2,61.1
901901,500515,109,2,63.54
901902,500515,102,2,73.66
901903,500516,102,2,92.4
901904,500516,107,4,59.24
901905,500516,103,4,76.49
901906,500517,105,4,57.49
901907,500517,106,2,73.82
901908,500517,103,4,81.39
901909,500517,107,2,62.41
901910,500518,106,4,57.23
901911,500518,108,2,94.34
901912,500518,107,4,73.97
901913,500519,109,4,51.77
901914,500519,106,2,92.05
901915,500519,107,2,83.23
901916,500519,108,2,72.52
901917,500519,101,4,75.77
901918,500520,109,2,77.98
901919,500520,101,4,75.79
901920,500520,107,2,68.0
901921,500520,106,2,78.65
901922,500521,102,4,58.58
901923,500521,103,2,91.73
901924,500521,104,2,90.25
901925,500522,106,4,65.17
901926,500522,105,2,84.05
901927,500522,107,2,84.12
901928,500523,108,4,78.46
901929,500523,110,2,87.07
901930,500523,101,4,51.27
901931,500523,103,4,81.4
901932,500523,102,4,70.26
901933,500524,103,4,54.91
901934,500524,101,4,64.87
901935,500524,108,4,76.01
901936,500525,106,2,78.42
901937,500525,105,2,88.98
901938,500525,102,4,51.13
901939,500525,104,2,90.12
901940,500525,101,4,66.91
901941,500526,101,4,59.68
901942,500526,107,4,55.5
901943,500526,103,4,78.82
901944,500527,109,2,83.09
901945,500527,101,4,73.67
901946,500527,106,2,65.74
901947,500528,104,4,76.01
901948,500528,109,2,82.13
901949,500528,107,2,57.27
901950,500528,110,2,73.08
901951,500528,106,2,85.01
901952,500529,102,4,85.68
901953,500529,104,2,86.81
901954,500529,108,2,66.18
901955,500530,109,4,52.21
901956,500530,101,2,91.89
901957,500530,108,2,67.71
901958,500530,107,2,60.88
901959,500531,103,2,73.12
901960,500531,107,2,93.69
901961,500531,106,2,71.75
901962,500532,105,4,67.69
901963,500532,106,4,85.28
901964,500532,104,2,82.37
901965,500532,110,4,62.73
901966,500533,107,4,62.54
901967,500533,110,4,56.5
901968,500533,102,4,84.12
901969,500533,103,2,55.69
901970,500534,103,2,64.01
901971,500534,105,4,80.16
901972,500534,107,4,58.9
901973,500534,109,4,84.6
901974,500534,101,4,65.72
901975,500535,105,4,56.32
901976,500535,110,4,66.53
901977,500535,109,2,61.13
901978,500535,106,2,63.75
901979,500536,109,4,63.18
901980,500536,103,2,58.68
901981,500536,104,2,76.25
901982,500537,101,4,71.98
901983,500537,107,4,51.87
901984,500537,109,2,87.37
901985,500538,103,2,66.21
901986,500538,108,4,52.01
901987,500538,104,4,73.08
901988,500538,101,4,78.19
901989,500538,102,2,65.25
901990,500539,105,2,83.63
901991,500539,101,4,55.68
901992,500539,108,2,62.13
